Location,Poverty Level,TimeFrame,DataFormat,Data
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2007,Number,677
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2007,Number,206
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2007,Percent,0.3
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2007,Percent,0.44
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2008,Percent,0.3325
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2007,Percent,0.13
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2008,Percent,0.4616
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2008,Percent,0.1292
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2008,Number,507
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2008,Number,704
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2008,Number,197
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2013,Number,151
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2013,Number,663
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2013,Number,512
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2013,Percent,0.387
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2013,Percent,0.50113
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2009,Percent,0.3777
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2013,Percent,0.11413
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2009,Percent,0.5063
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2009,Percent,0.1285
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2009,Number,195
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2009,Number,768
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2010,Number,164
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2009,Number,573
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2010,Number,764
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2010,Number,600
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2010,Percent,0.402
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2010,Percent,0.512
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2010,Percent,0.11
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2011,Percent,0.4014
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2011,Percent,0.5181
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2011,Number,728
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2011,Percent,0.1167
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2011,Number,564
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2011,Number,164
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2012,Number,733
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2012,Number,553
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2012,Percent,0.53465
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2012,Number,180
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2012,Percent,0.40336
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2012,Percent,0.13129
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2014,Percent,0.40498
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2014,Percent,0.11916
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2014,Number,158
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2014,Percent,0.52413
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2014,Number,695
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2014,Number,537
ARICKAREE R-2,Eligible for Free Lunch,2014,Number,41
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2014,Number,63
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2014,Percent,0.58879
ARICKAREE R-2,Eligible for Reduced Price Lunch,2014,Number,22
ARICKAREE R-2,Eligible for Reduced Price Lunch,2014,Percent,0.20561
ARICKAREE R-2,Eligible for Free Lunch,2014,Percent,0.38318
ARICKAREE R-2,Eligible for Reduced Price Lunch,2012,Percent,0.07407
ARICKAREE R-2,Eligible for Free Lunch,2012,Percent,0.32407
ARICKAREE R-2,Eligible for Reduced Price Lunch,2012,Number,8
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2012,Percent,0.39815
ARICKAREE R-2,Eligible for Free Lunch,2012,Number,35
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2012,Number,43
ARICKAREE R-2,Eligible for Reduced Price Lunch,2011,Number,4
ARICKAREE R-2,Eligible for Free Lunch,2011,Number,37
ARICKAREE R-2,Eligible for Reduced Price Lunch,2011,Percent,0.0385
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2011,Number,41
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2011,Percent,0.3942
ARICKAREE R-2,Eligible for Free Lunch,2011,Percent,0.3558
ARICKAREE R-2,Eligible for Reduced Price Lunch,2010,Percent,0.081
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2010,Percent,0.396
ARICKAREE R-2,Eligible for Free Lunch,2010,Percent,0.315
ARICKAREE R-2,Eligible for Free Lunch,2010,Number,35
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2010,Number,44
ARICKAREE R-2,Eligible for Free Lunch,2009,Number,43
ARICKAREE R-2,Eligible for Reduced Price Lunch,2010,Number,9
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2009,Number,58
ARICKAREE R-2,Eligible for Reduced Price Lunch,2009,Number,15
ARICKAREE R-2,Eligible for Reduced Price Lunch,2009,Percent,0.1327
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2009,Percent,0.5133
ARICKAREE R-2,Eligible for Reduced Price Lunch,2013,Percent,0.10526
ARICKAREE R-2,Eligible for Free Lunch,2009,Percent,0.3805
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2013,Percent,0.50877
ARICKAREE R-2,Eligible for Free Lunch,2013,Percent,0.40351
ARICKAREE R-2,Eligible for Free Lunch,2013,Number,46
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2013,Number,58
ARICKAREE R-2,Eligible for Reduced Price Lunch,2013,Number,12
ARICKAREE R-2,Eligible for Reduced Price Lunch,2008,Number,12
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2008,Number,43
ARICKAREE R-2,Eligible for Free Lunch,2008,Number,31
ARICKAREE R-2,Eligible for Reduced Price Lunch,2008,Percent,0.0976
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2008,Percent,0.3496
ARICKAREE R-2,Eligible for Reduced Price Lunch,2007,Percent,0.1
ARICKAREE R-2,Eligible for Free Lunch,2008,Percent,0.252
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2007,Percent,0.37
ARICKAREE R-2,Eligible for Free Lunch,2007,Percent,0.27
ARICKAREE R-2,Eligible for Reduced Price Lunch,2007,Number,11
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2007,Number,41
ARICKAREE R-2,Eligible for Free Lunch,2007,Number,30
ARICKAREE R-2,Eligible for Free Lunch,2006,Number,43
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2006,Number,57
ARICKAREE R-2,Eligible for Reduced Price Lunch,2006,Number,14
ARICKAREE R-2,Eligible for Reduced Price Lunch,2006,Percent,0.1207
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2006,Percent,0.4914
ARICKAREE R-2,Eligible for Free Lunch,2006,Percent,0.3707
ARICKAREE R-2,Eligible for Reduced Price Lunch,2005,Percent,0.1154
ARICKAREE R-2,Eligible for Free Lunch,2005,Percent,0.2788
ARICKAREE R-2,Eligible for Reduced Price Lunch,2005,Number,12
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2005,Percent,0.3942
ARICKAREE R-2,Eligible for Free Lunch,2005,Number,29
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2005,Number,41
ARICKAREE R-2,Eligible for Reduced Price Lunch,2004,Number,11
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2004,Number,37
ARICKAREE R-2,Eligible for Free Lunch,2004,Number,26
ARICKAREE R-2,Eligible for Reduced Price Lunch,2004,Percent,0.1122
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2004,Percent,0.3776
ARICKAREE R-2,Eligible for Reduced Price Lunch,2003,Percent,0.21
ARICKAREE R-2,Eligible for Free Lunch,2004,Percent,0.2653
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2003,Percent,0.53
ARICKAREE R-2,Eligible for Free Lunch,2003,Percent,0.33
ARICKAREE R-2,Eligible for Free Lunch,2003,Number,33
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2003,Number,54
ARICKAREE R-2,Eligible for Reduced Price Lunch,2003,Number,21
ARICKAREE R-2,Eligible for Free Lunch,2002,Number,30
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2002,Number,37
ARICKAREE R-2,Eligible for Reduced Price Lunch,2002,Number,7
ARICKAREE R-2,Eligible for Reduced Price Lunch,2002,Percent,0.07216
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2002,Percent,0.38144
ARICKAREE R-2,Eligible for Free Lunch,2002,Percent,0.30928
ARICKAREE R-2,Eligible for Reduced Price Lunch,2001,Percent,0.18367
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2001,Percent,0.46939
ARICKAREE R-2,Eligible for Free Lunch,2001,Percent,0.28571
ARICKAREE R-2,Eligible for Free Lunch,2001,Number,28
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2001,Number,46
ARICKAREE R-2,Eligible for Reduced Price Lunch,2001,Number,18
ARICKAREE R-2,Eligible for Free Lunch,2000,Number,25
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2000,Number,40
ARICKAREE R-2,Eligible for Reduced Price Lunch,2000,Number,15
ARICKAREE R-2,Eligible for Free Lunch,2000,Percent,0.26
ARICKAREE R-2,Eligible for Free or Reduced Lunch,2000,Percent,0.41
ARICKAREE R-2,Eligible for Reduced Price Lunch,2000,Percent,0.15
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2000,Percent,0.12
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2000,Percent,0.28
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2000,Percent,0.16
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2000,Number,30
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2000,Number,69
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2000,Number,39
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2001,Number,34
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2001,Number,73
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2001,Number,39
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2001,Percent,0.15789
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2001,Percent,0.29555
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2001,Percent,0.13765
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2002,Percent,0.21923
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2002,Percent,0.37308
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2002,Percent,0.15385
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2002,Number,40
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2002,Number,97
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2002,Number,57
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2003,Number,36
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2003,Number,103
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2003,Number,67
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2003,Percent,0.29
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2003,Percent,0.45
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2004,Percent,0.3053
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2003,Percent,0.16
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2004,Percent,0.4248
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2004,Percent,0.1195
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2004,Number,69
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2004,Number,96
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2004,Number,27
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2005,Number,96
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2005,Number,64
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2005,Percent,0.4593
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2005,Number,32
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2005,Percent,0.3062
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2005,Percent,0.1531
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2006,Percent,0.2742
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2006,Percent,0.4247
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2006,Percent,0.1505
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2006,Number,28
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2006,Number,79
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2006,Number,51
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2007,Number,55
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2007,Number,78
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2007,Number,23
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2007,Percent,0.32
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2007,Percent,0.45
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2008,Percent,0.2818
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2007,Percent,0.13
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2008,Percent,0.4365
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2008,Percent,0.1547
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2008,Number,51
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2008,Number,79
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2008,Number,28
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2013,Number,26
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2013,Number,96
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2013,Number,70
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2013,Percent,0.37433
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2013,Percent,0.51337
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2009,Percent,0.3091
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2013,Percent,0.13904
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2009,Percent,0.4909
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2009,Percent,0.1818
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2009,Number,30
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2009,Number,81
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2010,Number,42
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2009,Number,51
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2010,Number,91
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2010,Number,49
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2010,Percent,0.288
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2010,Percent,0.535
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2010,Percent,0.247
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2011,Percent,0.2994
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2011,Percent,0.4371
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2011,Number,73
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2011,Percent,0.1377
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2011,Number,50
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2011,Number,23
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2012,Number,78
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2012,Number,52
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2012,Percent,0.44318
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2012,Number,26
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2012,Percent,0.29545
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2012,Percent,0.14773
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2014,Percent,0.4
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2014,Percent,0.11795
ARRIBA-FLAGLER C-20,Eligible for Reduced Price Lunch,2014,Number,23
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2014,Percent,0.51795
ARRIBA-FLAGLER C-20,Eligible for Free or Reduced Lunch,2014,Number,101
ARRIBA-FLAGLER C-20,Eligible for Free Lunch,2014,Number,78
ASPEN 1,Eligible for Free Lunch,2014,Number,57
ASPEN 1,Eligible for Free or Reduced Lunch,2014,Number,89
ASPEN 1,Eligible for Free or Reduced Lunch,2014,Percent,0.05068
ASPEN 1,Eligible for Reduced Price Lunch,2014,Number,32
ASPEN 1,Eligible for Reduced Price Lunch,2014,Percent,0.01822
ASPEN 1,Eligible for Free Lunch,2014,Percent,0.03246
ASPEN 1,Eligible for Reduced Price Lunch,2012,Percent,0.02021
ASPEN 1,Eligible for Free Lunch,2012,Percent,0.04619
ASPEN 1,Eligible for Reduced Price Lunch,2012,Number,35
ASPEN 1,Eligible for Free or Reduced Lunch,2012,Percent,0.0664
ASPEN 1,Eligible for Free Lunch,2012,Number,80
ASPEN 1,Eligible for Free or Reduced Lunch,2012,Number,115
ASPEN 1,Eligible for Reduced Price Lunch,2011,Number,39
ASPEN 1,Eligible for Free Lunch,2011,Number,64
ASPEN 1,Eligible for Reduced Price Lunch,2011,Percent,0.0228
ASPEN 1,Eligible for Free or Reduced Lunch,2011,Number,103
ASPEN 1,Eligible for Free or Reduced Lunch,2011,Percent,0.0602
ASPEN 1,Eligible for Free Lunch,2011,Percent,0.0374
ASPEN 1,Eligible for Reduced Price Lunch,2010,Percent,0.029
ASPEN 1,Eligible for Free or Reduced Lunch,2010,Percent,0.06
ASPEN 1,Eligible for Free Lunch,2010,Percent,0.031
ASPEN 1,Eligible for Free Lunch,2010,Number,54
ASPEN 1,Eligible for Free or Reduced Lunch,2010,Number,104
ASPEN 1,Eligible for Free Lunch,2009,Number,55
ASPEN 1,Eligible for Reduced Price Lunch,2010,Number,50
ASPEN 1,Eligible for Free or Reduced Lunch,2009,Number,99
ASPEN 1,Eligible for Reduced Price Lunch,2009,Number,44
ASPEN 1,Eligible for Reduced Price Lunch,2009,Percent,0.0259
ASPEN 1,Eligible for Free or Reduced Lunch,2009,Percent,0.0583
ASPEN 1,Eligible for Reduced Price Lunch,2013,Percent,0.01968
ASPEN 1,Eligible for Free Lunch,2009,Percent,0.0324
ASPEN 1,Eligible for Free or Reduced Lunch,2013,Percent,0.05382
ASPEN 1,Eligible for Free Lunch,2013,Percent,0.03414
ASPEN 1,Eligible for Free Lunch,2013,Number,59
ASPEN 1,Eligible for Free or Reduced Lunch,2013,Number,93
ASPEN 1,Eligible for Reduced Price Lunch,2013,Number,34
ASPEN 1,Eligible for Reduced Price Lunch,2008,Number,35
ASPEN 1,Eligible for Free or Reduced Lunch,2008,Number,107
ASPEN 1,Eligible for Free Lunch,2008,Number,72
ASPEN 1,Eligible for Reduced Price Lunch,2008,Percent,0.0211
ASPEN 1,Eligible for Free or Reduced Lunch,2008,Percent,0.0646
ASPEN 1,Eligible for Reduced Price Lunch,2007,Percent,0.02
ASPEN 1,Eligible for Free Lunch,2008,Percent,0.0435
ASPEN 1,Eligible for Free or Reduced Lunch,2007,Percent,0.06
ASPEN 1,Eligible for Free Lunch,2007,Percent,0.04
ASPEN 1,Eligible for Reduced Price Lunch,2007,Number,27
ASPEN 1,Eligible for Free or Reduced Lunch,2007,Number,98
ASPEN 1,Eligible for Free Lunch,2007,Number,71
ASPEN 1,Eligible for Free Lunch,2006,Number,51
ASPEN 1,Eligible for Free or Reduced Lunch,2006,Number,118
ASPEN 1,Eligible for Reduced Price Lunch,2006,Number,67
ASPEN 1,Eligible for Reduced Price Lunch,2006,Percent,0.0417
ASPEN 1,Eligible for Free or Reduced Lunch,2006,Percent,0.0735
ASPEN 1,Eligible for Free Lunch,2006,Percent,0.0318
ASPEN 1,Eligible for Reduced Price Lunch,2005,Percent,0.0254
ASPEN 1,Eligible for Free Lunch,2005,Percent,0.0143
ASPEN 1,Eligible for Reduced Price Lunch,2005,Number,41
ASPEN 1,Eligible for Free or Reduced Lunch,2005,Percent,0.0397
ASPEN 1,Eligible for Free Lunch,2005,Number,23
ASPEN 1,Eligible for Free or Reduced Lunch,2005,Number,64
ASPEN 1,Eligible for Reduced Price Lunch,2004,Number,13
ASPEN 1,Eligible for Free or Reduced Lunch,2004,Number,32
ASPEN 1,Eligible for Free Lunch,2004,Number,19
ASPEN 1,Eligible for Reduced Price Lunch,2004,Percent,0.0081
ASPEN 1,Eligible for Free or Reduced Lunch,2004,Percent,0.02
ASPEN 1,Eligible for Reduced Price Lunch,2003,Percent,0.02
ASPEN 1,Eligible for Free Lunch,2004,Percent,0.0119
ASPEN 1,Eligible for Free or Reduced Lunch,2003,Percent,0.02
ASPEN 1,Eligible for Free Lunch,2003,Percent,0
ASPEN 1,Eligible for Free Lunch,2003,Number,0
ASPEN 1,Eligible for Free or Reduced Lunch,2003,Number,28
ASPEN 1,Eligible for Reduced Price Lunch,2003,Number,28
ASPEN 1,Eligible for Free Lunch,2002,Number,0
ASPEN 1,Eligible for Free or Reduced Lunch,2002,Number,14
ASPEN 1,Eligible for Reduced Price Lunch,2002,Number,14
ASPEN 1,Eligible for Reduced Price Lunch,2002,Percent,0.00908
ASPEN 1,Eligible for Free or Reduced Lunch,2002,Percent,0.00908
ASPEN 1,Eligible for Free Lunch,2002,Percent,0
ASPEN 1,Eligible for Reduced Price Lunch,2001,Percent,0.0078
ASPEN 1,Eligible for Free or Reduced Lunch,2001,Percent,0.0078
ASPEN 1,Eligible for Free Lunch,2001,Percent,0
ASPEN 1,Eligible for Free Lunch,2001,Number,0
ASPEN 1,Eligible for Free or Reduced Lunch,2001,Number,11
ASPEN 1,Eligible for Reduced Price Lunch,2001,Number,11
ASPEN 1,Eligible for Free Lunch,2000,Number,0
ASPEN 1,Eligible for Free or Reduced Lunch,2000,Number,14
ASPEN 1,Eligible for Reduced Price Lunch,2000,Number,14
ASPEN 1,Eligible for Free Lunch,2000,Percent,0
ASPEN 1,Eligible for Free or Reduced Lunch,2000,Percent,0.01
ASPEN 1,Eligible for Reduced Price Lunch,2000,Percent,0.01
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2000,Percent,0.09
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2000,Percent,0.35
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2000,Percent,0.26
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2000,Number,87
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2000,Number,323
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2000,Number,236
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2001,Number,97
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2001,Number,333
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2001,Number,236
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2001,Percent,0.25295
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2001,Percent,0.35691
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2001,Percent,0.10397
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2002,Percent,0.32397
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2002,Percent,0.41145
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2002,Percent,0.08747
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2002,Number,81
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2002,Number,381
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2002,Number,300
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2003,Number,103
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2003,Number,426
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2003,Number,323
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2003,Percent,0.36
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2003,Percent,0.47
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2004,Percent,0.3506
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2003,Percent,0.11
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2004,Percent,0.4368
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2004,Percent,0.0862
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2004,Number,305
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2004,Number,380
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2004,Number,75
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2005,Number,400
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2005,Number,306
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2005,Percent,0.4802
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2005,Number,94
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2005,Percent,0.3673
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2005,Percent,0.1128
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2006,Percent,0.3505
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2006,Percent,0.4654
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2006,Percent,0.1149
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2006,Number,98
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2006,Number,397
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2006,Number,299
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2007,Number,319
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2007,Number,391
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2007,Number,72
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2007,Percent,0.38
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2007,Percent,0.47
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2008,Percent,0.4169
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2007,Percent,0.09
